product_name,product_type,brand,notable_effects,skintype,price,description,labels,Sensitive,Combination,Oily,Dry,Normal
Forest Essentials Radiance Cream #138,Face Wash,Mamaearth,"Soothing, Glow, Pore-Care",Dry,Rs 977,"This cleanser helps with Refreshing, Glow and suits Dry skin.",20,1,0,1,0,0
Forest Essentials Potion Face Wash #139,Cream,VLCC,"Deep Clean, Glow, Pore-Care",Normal,Rs 440,"This face wash helps with Hydrating, Nourishing and suits Sensitive skin.",11,0,1,1,1,0
Lakme Blush & Glow Face Wash #140,Gel,Himalaya,"Nourishing, Soothing, Pore-Care",Sensitive,Rs 444,"This gel helps with Refreshing, Glow and suits Dry skin.",14,1,0,1,0,0
Mamaearth Radiance Cream #141,Cream,Khadi Natural,"Brightening, Hydrating, Nourishing",Normal,Rs 690,"This cream helps with Brightening, Soothing and suits Combination skin.",24,1,1,0,0,0
Forest Essentials Skin Whitening Gel Cream #142,Cleanser,Mamaearth,"Refreshing, Deep Clean, Pore-Care",Sensitive,Rs 695,"This gel helps with Refreshing, Glow and suits Oily skin.",18,1,1,0,0,1
Forest Essentials Neem Face Wash #143,Cream,Lotus Herbals,"Nourishing, Soothing, Pore-Care",Dry,Rs 235,"This gel helps with Refreshing, Brightening and suits Normal skin.",17,1,1,1,1,1
Patanjali Aloe Vera Gel #144,Gel,Nykaa,"Hydrating, Refreshing, Brightening",Dry,Rs 267,"This gel helps with Glow, Deep Clean and suits Combination skin.",10,1,1,1,0,1
Nykaa Skin Whitening Gel Cream #145,Gel,Khadi Natural,"Brightening, Glow, Nourishing",Sensitive,Rs 140,"This gel helps with Refreshing, Acne-Free and suits Oily skin.",18,0,1,1,0,1
Forest Essentials Neem Face Wash #146,Cream,Mamaearth,"Pore-Care, Hydrating, Deep Clean",Normal,Rs 502,"This cleanser helps with Hydrating, Anti-Aging and suits Dry skin.",18,0,0,1,1,0
Nykaa Vitamin C Face Wash #147,Face Wash,Biotique,"Soothing, Deep Clean, Pore-Care",Combination,Rs 770,"This gel helps with Glow, Pore-Care and suits Oily skin.",22,1,1,0,1,1
Himalaya Skin Brightening Face Wash #148,Mask,Biotique,"Acne-Free, Hydrating, Refreshing",Oily,Rs 520,"This face wash helps with Refreshing, Acne-Free and suits Normal skin.",21,0,0,0,0,1
Nykaa Neem Face Wash #149,Cleanser,Forest Essentials,"Deep Clean, Pore-Care, Soothing",Normal,Rs 767,"This cream helps with Hydrating, Acne-Free and suits Normal skin.",14,0,0,1,1,1
Biotique Aloe Vera Gel #150,Cleanser,Mamaearth,"Anti-Aging, Pore-Care, Glow",Normal,Rs 819,"This mask helps with Acne-Free, Hydrating and suits Combination skin.",22,1,1,0,0,0
Lakme Herbal Face Wash #151,Cleanser,Patanjali,"Acne-Free, Glow, Pore-Care",Combination,Rs 440,"This cream helps with Pore-Care, Soothing and suits Dry skin.",19,0,1,1,1,0
Lakme Herbal Face Wash #152,Cleanser,Mamaearth,"Acne-Free, Refreshing, Hydrating",Sensitive,Rs 500,"This cream helps with Glow, Anti-Aging and suits Sensitive skin.",19,1,0,0,1,1
Himalaya Radiance Cream #153,Mask,Patanjali,"Glow, Acne-Free, Hydrating",Combination,Rs 566,"This gel helps with Hydrating, Anti-Aging and suits Dry skin.",23,1,1,0,1,1
Patanjali Vitamin C Face Wash #154,Cleanser,Patanjali,"Refreshing, Pore-Care, Brightening",Normal,Rs 819,"This cream helps with Pore-Care, Hydrating and suits Dry skin.",12,1,1,0,0,1
Nykaa Blush & Glow Face Wash #155,Gel,Himalaya,"Anti-Aging, Soothing, Nourishing",Dry,Rs 638,"This mask helps with Soothing, Pore-Care and suits Normal skin.",14,0,0,0,1,0
Lotus Herbals Potion Face Wash #156,Cleanser,Forest Essentials,"Deep Clean, Glow, Refreshing",Combination,Rs 204,"This gel helps with Anti-Aging, Hydrating and suits Oily skin.",23,1,1,0,0,1
Khadi Natural Aloe Vera Gel #157,Gel,Nykaa,"Acne-Free, Deep Clean, Anti-Aging",Oily,Rs 945,"This mask helps with Nourishing, Acne-Free and suits Normal skin.",15,1,0,0,0,0
Lakme Potion Face Wash #158,Gel,Patanjali,"Glow, Anti-Aging, Pore-Care",Oily,Rs 324,"This cream helps with Glow, Hydrating and suits Dry skin.",11,1,1,0,0,0
Forest Essentials Neem Face Wash #159,Cream,Khadi Natural,"Nourishing, Deep Clean, Hydrating",Combination,Rs 815,"This cleanser helps with Brightening, Acne-Free and suits Combination skin.",21,0,0,1,1,1
Patanjali Aloe Vera Gel #160,Cream,Patanjali,"Soothing, Nourishing, Hydrating",Oily,Rs 576,"This cleanser helps with Glow, Nourishing and suits Dry skin.",13,1,0,0,0,1
Patanjali Skin Whitening Gel Cream #161,Face Wash,Forest Essentials,"Anti-Aging, Glow, Nourishing",Normal,Rs 954,"This cream helps with Brightening, Hydrating and suits Dry skin.",15,1,0,1,0,1
Lotus Herbals Vitamin C Face Wash #162,Cleanser,Nykaa,"Deep Clean, Pore-Care, Glow",Oily,Rs 991,"This cream helps with Glow, Anti-Aging and suits Normal skin.",14,1,0,0,0,0
Biotique Potion Face Wash #163,Cream,Lotus Herbals,"Refreshing, Anti-Aging, Pore-Care",Dry,Rs 449,"This gel helps with Pore-Care, Deep Clean and suits Dry skin.",22,1,0,1,0,1
Nykaa Potion Face Wash #164,Cream,Patanjali,"Acne-Free, Deep Clean, Hydrating",Normal,Rs 133,"This cream helps with Hydrating, Glow and suits Sensitive skin.",11,0,1,1,1,0
Forest Essentials Advanced Fairness Face Wash #165,Mask,Forest Essentials,"Pore-Care, Soothing, Deep Clean",Oily,Rs 341,"This face wash helps with Acne-Free, Brightening and suits Sensitive skin.",13,1,1,1,1,1
Khadi Natural Potion Face Wash #166,Gel,Forest Essentials,"Brightening, Pore-Care, Anti-Aging",Sensitive,Rs 230,"This face wash helps with Nourishing, Acne-Free and suits Normal skin.",18,0,1,0,0,1
Forest Essentials Blush & Glow Face Wash #167,Cleanser,Lakme,"Refreshing, Deep Clean, Hydrating",Dry,Rs 250,"This face wash helps with Brightening, Anti-Aging and suits Dry skin.",13,0,1,0,0,1
Lakme Aloe Vera Gel #168,Cleanser,Lakme,"Glow, Refreshing, Brightening",Dry,Rs 542,"This face wash helps with Nourishing, Anti-Aging and suits Oily skin.",13,1,1,1,0,1
Patanjali Potion Face Wash #169,Cleanser,VLCC,"Soothing, Refreshing, Deep Clean",Dry,Rs 984,"This gel helps with Nourishing, Pore-Care and suits Normal skin.",24,0,1,1,1,0
Biotique Advanced Fairness Face Wash #170,Mask,Lakme,"Pore-Care, Soothing, Hydrating",Oily,Rs 307,"This gel helps with Brightening, Nourishing and suits Oily skin.",18,0,0,1,0,1
Himalaya Advanced Fairness Face Wash #171,Gel,Biotique,"Anti-Aging, Deep Clean, Hydrating",Dry,Rs 923,"This cream helps with Pore-Care, Deep Clean and suits Oily skin.",21,1,1,1,1,1
Forest Essentials Potion Face Wash #172,Cream,Himalaya,"Anti-Aging, Deep Clean, Pore-Care",Combination,Rs 982,"This gel helps with Pore-Care, Soothing and suits Sensitive skin.",18,1,0,1,0,0
Patanjali Radiance Cream #173,Cream,Khadi Natural,"Glow, Refreshing, Nourishing",Combination,Rs 684,"This mask helps with Refreshing, Glow and suits Sensitive skin.",10,0,0,1,1,0
Forest Essentials Vitamin C Face Wash #174,Cleanser,Himalaya,"Pore-Care, Acne-Free, Brightening",Sensitive,Rs 678,"This cleanser helps with Brightening, Pore-Care and suits Dry skin.",11,1,1,1,1,1
Biotique Radiance Cream #175,Cleanser,VLCC,"Anti-Aging, Refreshing, Pore-Care",Normal,Rs 224,"This mask helps with Anti-Aging, Deep Clean and suits Combination skin.",11,0,1,1,1,0
Forest Essentials Blush & Glow Face Wash #176,Gel,Forest Essentials,"Glow, Hydrating, Pore-Care",Normal,Rs 684,"This cleanser helps with Nourishing, Hydrating and suits Normal skin.",14,1,0,0,1,0
Khadi Natural Skin Whitening Gel Cream #177,Cream,Nykaa,"Refreshing, Soothing, Hydrating",Dry,Rs 139,"This gel helps with Soothing, Brightening and suits Dry skin.",20,1,0,0,0,0
Himalaya Vitamin C Face Wash #178,Cleanser,Biotique,"Brightening, Acne-Free, Soothing",Dry,Rs 809,"This cleanser helps with Pore-Care, Brightening and suits Sensitive skin.",22,1,1,0,1,0
Mamaearth Potion Face Wash #179,Cleanser,Forest Essentials,"Anti-Aging, Glow, Pore-Care",Sensitive,Rs 376,"This gel helps with Brightening, Soothing and suits Normal skin.",10,1,0,1,0,1
Himalaya Advanced Fairness Face Wash #180,Face Wash,VLCC,"Nourishing, Acne-Free, Glow",Combination,Rs 652,"This cleanser helps with Hydrating, Brightening and suits Oily skin.",14,1,0,1,1,0
Lotus Herbals Vitamin C Face Wash #181,Face Wash,Lakme,"Refreshing, Glow, Pore-Care",Combination,Rs 872,"This mask helps with Pore-Care, Soothing and suits Sensitive skin.",13,1,0,0,1,1
Mamaearth Herbal Face Wash #182,Cleanser,Mamaearth,"Acne-Free, Refreshing, Pore-Care",Normal,Rs 730,"This mask helps with Deep Clean, Soothing and suits Sensitive skin.",16,0,1,1,0,0
Biotique Blush & Glow Face Wash #183,Mask,Biotique,"Pore-Care, Anti-Aging, Brightening",Oily,Rs 598,"This gel helps with Anti-Aging, Brightening and suits Oily skin.",12,0,1,1,0,0
VLCC Radiance Cream #184,Cleanser,Lakme,"Glow, Acne-Free, Nourishing",Normal,Rs 330,"This cream helps with Soothing, Glow and suits Dry skin.",13,0,1,1,1,1
Forest Essentials Skin Brightening Face Wash #185,Mask,Biotique,"Soothing, Glow, Brightening",Combination,Rs 267,"This face wash helps with Refreshing, Anti-Aging and suits Oily skin.",21,0,1,1,0,0
Biotique Blush & Glow Face Wash #186,Gel,Lakme,"Hydrating, Deep Clean, Refreshing",Dry,Rs 319,"This mask helps with Deep Clean, Nourishing and suits Sensitive skin.",12,1,0,0,0,1
Himalaya Vitamin C Face Wash #187,Face Wash,Patanjali,"Refreshing, Hydrating, Deep Clean",Sensitive,Rs 890,"This gel helps with Refreshing, Anti-Aging and suits Combination skin.",17,1,1,0,1,1
VLCC Skin Brightening Face Wash #188,Cleanser,Mamaearth,"Hydrating, Refreshing, Nourishing",Oily,Rs 732,"This gel helps with Soothing, Brightening and suits Normal skin.",14,0,0,1,1,1
Patanjali Herbal Face Wash #189,Mask,Lakme,"Hydrating, Refreshing, Acne-Free",Oily,Rs 154,"This mask helps with Deep Clean, Soothing and suits Normal skin.",22,1,0,0,1,1
Biotique Radiance Cream #190,Face Wash,Patanjali,"Pore-Care, Nourishing, Deep Clean",Combination,Rs 695,"This mask helps with Soothing, Glow and suits Normal skin.",21,0,1,0,0,1
Mamaearth Aloe Vera Gel #191,Mask,Khadi Natural,"Soothing, Brightening, Nourishing",Sensitive,Rs 674,"This mask helps with Glow, Deep Clean and suits Dry skin.",16,1,0,0,0,0
Biotique Skin Brightening Face Wash #192,Cleanser,Himalaya,"Deep Clean, Glow, Nourishing",Normal,Rs 315,"This cleanser helps with Nourishing, Refreshing and suits Normal skin.",20,1,1,1,1,0
Nykaa Herbal Face Wash #193,Gel,VLCC,"Anti-Aging, Hydrating, Soothing",Normal,Rs 180,"This face wash helps with Acne-Free, Refreshing and suits Dry skin.",18,1,0,0,1,0
VLCC Blush & Glow Face Wash #194,Cream,Himalaya,"Glow, Acne-Free, Anti-Aging",Combination,Rs 350,"This cleanser helps with Deep Clean, Acne-Free and suits Oily skin.",11,0,0,1,0,1
Lakme Skin Brightening Face Wash #195,Gel,Patanjali,"Hydrating, Anti-Aging, Glow",Dry,Rs 548,"This face wash helps with Glow, Deep Clean and suits Dry skin.",11,1,0,1,1,0
Himalaya Blush & Glow Face Wash #196,Gel,Mamaearth,"Anti-Aging, Deep Clean, Soothing",Oily,Rs 991,"This cream helps with Hydrating, Brightening and suits Normal skin.",13,0,0,0,0,0
Biotique Potion Face Wash #197,Cream,Lotus Herbals,"Brightening, Hydrating, Anti-Aging",Sensitive,Rs 920,"This gel helps with Pore-Care, Nourishing and suits Dry skin.",18,1,0,0,0,1
Khadi Natural Neem Face Wash #198,Gel,Himalaya,"Acne-Free, Refreshing, Hydrating",Oily,Rs 399,"This cream helps with Acne-Free, Nourishing and suits Combination skin.",23,1,0,0,0,1
VLCC Advanced Fairness Face Wash #199,Cream,Patanjali,"Brightening, Anti-Aging, Acne-Free",Oily,Rs 631,"This cleanser helps with Nourishing, Glow and suits Normal skin.",14,1,0,0,1,1
Mamaearth Skin Whitening Gel Cream #200,Mask,Lakme,"Soothing, Glow, Hydrating",Combination,Rs 644,"This cleanser helps with Glow, Deep Clean and suits Normal skin.",24,1,1,0,1,0
Himalaya Neem Face Wash #201,Gel,Khadi Natural,"Anti-Aging, Soothing, Nourishing",Dry,Rs 123,"This gel helps with Refreshing, Pore-Care and suits Oily skin.",10,1,1,0,0,0
Mamaearth Aloe Vera Gel #202,Mask,Himalaya,"Brightening, Pore-Care, Nourishing",Normal,Rs 511,"This mask helps with Deep Clean, Glow and suits Combination skin.",18,1,0,0,0,0
Khadi Natural Skin Brightening Face Wash #203,Gel,Khadi Natural,"Nourishing, Pore-Care, Glow",Combination,Rs 293,"This cleanser helps with Acne-Free, Soothing and suits Dry skin.",16,1,0,0,1,0
Himalaya Advanced Fairness Face Wash #204,Cream,Lotus Herbals,"Acne-Free, Refreshing, Nourishing",Normal,Rs 236,"This cream helps with Deep Clean, Glow and suits Oily skin.",15,0,1,0,1,0
VLCC Potion Face Wash #205,Mask,Mamaearth,"Refreshing, Soothing, Brightening",Normal,Rs 520,"This gel helps with Anti-Aging, Hydrating and suits Combination skin.",23,1,0,0,1,0
Biotique Aloe Vera Gel #206,Face Wash,Himalaya,"Refreshing, Hydrating, Acne-Free",Combination,Rs 812,"This gel helps with Hydrating, Soothing and suits Combination skin.",16,0,1,0,1,1
Biotique Herbal Face Wash #207,Mask,Forest Essentials,"Anti-Aging, Pore-Care, Deep Clean",Combination,Rs 328,"This face wash helps with Soothing, Hydrating and suits Combination skin.",15,1,1,0,0,0
Nykaa Radiance Cream #208,Gel,Himalaya,"Soothing, Glow, Deep Clean",Dry,Rs 149,"This mask helps with Glow, Brightening and suits Combination skin.",22,0,0,1,0,0
Forest Essentials Skin Brightening Face Wash #209,Cleanser,Lotus Herbals,"Pore-Care, Hydrating, Glow",Normal,Rs 668,"This cleanser helps with Brightening, Refreshing and suits Dry skin.",22,1,0,1,0,0
Lotus Herbals Skin Brightening Face Wash #210,Gel,Forest Essentials,"Nourishing, Refreshing, Deep Clean",Dry,Rs 321,"This face wash helps with Deep Clean, Nourishing and suits Sensitive skin.",18,1,0,1,0,1
Lakme Neem Face Wash #211,Face Wash,Biotique,"Acne-Free, Refreshing, Pore-Care",Normal,Rs 979,"This gel helps with Glow, Brightening and suits Dry skin.",12,1,1,1,0,1
Lotus Herbals Skin Whitening Gel Cream #212,Cream,Forest Essentials,"Pore-Care, Glow, Acne-Free",Combination,Rs 524,"This mask helps with Pore-Care, Refreshing and suits Oily skin.",21,0,0,0,0,0
VLCC Advanced Fairness Face Wash #213,Mask,Patanjali,"Nourishing, Glow, Anti-Aging",Oily,Rs 114,"This cleanser helps with Glow, Hydrating and suits Normal skin.",12,0,0,0,1,1
Himalaya Vitamin C Face Wash #214,Cleanser,Forest Essentials,"Pore-Care, Nourishing, Refreshing",Dry,Rs 500,"This gel helps with Pore-Care, Acne-Free and suits Normal skin.",19,0,1,1,1,1
Patanjali Advanced Fairness Face Wash #215,Mask,VLCC,"Glow, Brightening, Soothing",Sensitive,Rs 438,"This face wash helps with Brightening, Hydrating and suits Combination skin.",21,0,0,1,0,1
Lotus Herbals Blush & Glow Face Wash #216,Face Wash,Himalaya,"Brightening, Anti-Aging, Soothing",Normal,Rs 197,"This cream helps with Brightening, Glow and suits Sensitive skin.",18,1,0,1,1,0
VLCC Herbal Face Wash #217,Face Wash,Himalaya,"Deep Clean, Glow, Pore-Care",Sensitive,Rs 566,"This cream helps with Brightening, Glow and suits Sensitive skin.",23,1,0,0,1,1
Himalaya Herbal Face Wash #218,Gel,Nykaa,"Refreshing, Glow, Nourishing",Normal,Rs 121,"This cleanser helps with Hydrating, Glow and suits Combination skin.",21,0,1,1,0,0
Biotique Vitamin C Face Wash #219,Cleanser,VLCC,"Acne-Free, Hydrating, Glow",Oily,Rs 156,"This cream helps with Hydrating, Soothing and suits Sensitive skin.",13,0,1,0,1,1
Lakme Skin Brightening Face Wash #220,Mask,Lotus Herbals,"Brightening, Deep Clean, Soothing",Dry,Rs 555,"This cream helps with Deep Clean, Nourishing and suits Oily skin.",21,1,1,0,1,1
Himalaya Advanced Fairness Face Wash #221,Gel,Biotique,"Anti-Aging, Nourishing, Acne-Free",Oily,Rs 107,"This mask helps with Brightening, Nourishing and suits Normal skin.",21,0,1,0,1,1
Mamaearth Blush & Glow Face Wash #222,Gel,Khadi Natural,"Soothing, Refreshing, Pore-Care",Oily,Rs 563,"This mask helps with Nourishing, Acne-Free and suits Sensitive skin.",18,1,0,1,1,1
Forest Essentials Skin Brightening Face Wash #223,Cream,Khadi Natural,"Glow, Brightening, Pore-Care",Oily,Rs 269,"This mask helps with Refreshing, Anti-Aging and suits Sensitive skin.",15,1,1,0,0,1
Himalaya Neem Face Wash #224,Gel,Forest Essentials,"Deep Clean, Nourishing, Refreshing",Combination,Rs 898,"This cream helps with Pore-Care, Glow and suits Oily skin.",21,0,1,0,0,1
Nykaa Aloe Vera Gel #225,Cream,Khadi Natural,"Anti-Aging, Soothing, Brightening",Normal,Rs 254,"This face wash helps with Refreshing, Brightening and suits Normal skin.",11,0,0,1,1,1
Nykaa Neem Face Wash #226,Face Wash,Lakme,"Acne-Free, Pore-Care, Brightening",Oily,Rs 149,"This cleanser helps with Soothing, Acne-Free and suits Normal skin.",20,0,0,1,1,0
VLCC Herbal Face Wash #227,Cream,VLCC,"Soothing, Anti-Aging, Refreshing",Dry,Rs 335,"This gel helps with Anti-Aging, Soothing and suits Sensitive skin.",24,0,1,0,1,1
Himalaya Radiance Cream #228,Cleanser,Forest Essentials,"Deep Clean, Brightening, Soothing",Normal,Rs 574,"This gel helps with Deep Clean, Soothing and suits Dry skin.",15,0,1,1,1,1
VLCC Vitamin C Face Wash #229,Face Wash,Biotique,"Brightening, Refreshing, Deep Clean",Normal,Rs 625,"This face wash helps with Nourishing, Refreshing and suits Combination skin.",17,0,1,1,0,1
Himalaya Neem Face Wash #230,Gel,Himalaya,"Anti-Aging, Pore-Care, Refreshing",Combination,Rs 110,"This cream helps with Brightening, Acne-Free and suits Normal skin.",22,0,0,0,1,0
Himalaya Neem Face Wash #231,Mask,Lakme,"Soothing, Anti-Aging, Refreshing",Oily,Rs 837,"This cleanser helps with Acne-Free, Hydrating and suits Oily skin.",17,0,0,1,1,1
Lotus Herbals Skin Brightening Face Wash #232,Mask,Himalaya,"Soothing, Anti-Aging, Deep Clean",Sensitive,Rs 391,"This gel helps with Acne-Free, Refreshing and suits Oily skin.",23,0,0,0,1,1
Forest Essentials Advanced Fairness Face Wash #233,Mask,Lotus Herbals,"Anti-Aging, Pore-Care, Hydrating",Normal,Rs 829,"This face wash helps with Brightening, Anti-Aging and suits Normal skin.",13,0,1,0,1,0
Nykaa Vitamin C Face Wash #234,Mask,Patanjali,"Nourishing, Brightening, Hydrating",Dry,Rs 211,"This cleanser helps with Pore-Care, Deep Clean and suits Oily skin.",21,1,1,1,1,1
Biotique Blush & Glow Face Wash #235,Mask,VLCC,"Soothing, Hydrating, Acne-Free",Oily,Rs 243,"This cleanser helps with Deep Clean, Acne-Free and suits Combination skin.",18,0,0,1,1,0
Lakme Radiance Cream #236,Cream,Mamaearth,"Pore-Care, Deep Clean, Acne-Free",Combination,Rs 122,"This cleanser helps with Nourishing, Refreshing and suits Normal skin.",13,1,1,1,1,0
Khadi Natural Skin Whitening Gel Cream #237,Gel,Lakme,"Deep Clean, Pore-Care, Acne-Free",Oily,Rs 963,"This gel helps with Nourishing, Acne-Free and suits Normal skin.",14,1,1,0,0,0
Nykaa Neem Face Wash #238,Mask,Himalaya,"Acne-Free, Deep Clean, Soothing",Sensitive,Rs 113,"This gel helps with Refreshing, Hydrating and suits Dry skin.",17,1,0,0,1,0
Forest Essentials Skin Whitening Gel Cream #239,Gel,Mamaearth,"Anti-Aging, Refreshing, Acne-Free",Sensitive,Rs 327,"This cream helps with Glow, Brightening and suits Normal skin.",14,0,0,0,1,0
Patanjali Neem Face Wash #240,Cleanser,Khadi Natural,"Acne-Free, Refreshing, Pore-Care",Normal,Rs 770,"This mask helps with Hydrating, Glow and suits Combination skin.",10,0,1,1,1,0
Mamaearth Aloe Vera Gel #241,Cleanser,Nykaa,"Anti-Aging, Deep Clean, Soothing",Normal,Rs 188,"This gel helps with Brightening, Refreshing and suits Oily skin.",10,0,0,1,1,0
Biotique Radiance Cream #242,Mask,Mamaearth,"Deep Clean, Nourishing, Refreshing",Normal,Rs 535,"This mask helps with Glow, Soothing and suits Normal skin.",12,0,1,1,0,1
VLCC Skin Whitening Gel Cream #243,Cleanser,VLCC,"Glow, Brightening, Pore-Care",Normal,Rs 872,"This face wash helps with Anti-Aging, Brightening and suits Sensitive skin.",22,1,1,0,1,1
Lakme Skin Brightening Face Wash #244,Cleanser,Forest Essentials,"Acne-Free, Soothing, Deep Clean",Dry,Rs 613,"This cleanser helps with Soothing, Deep Clean and suits Normal skin.",20,1,1,0,1,0
Nykaa Radiance Cream #245,Cleanser,Nykaa,"Brightening, Deep Clean, Refreshing",Normal,Rs 551,"This cleanser helps with Refreshing, Anti-Aging and suits Oily skin.",20,1,0,0,1,1
Forest Essentials Skin Whitening Gel Cream #246,Gel,Mamaearth,"Anti-Aging, Hydrating, Nourishing",Oily,Rs 117,"This gel helps with Refreshing, Deep Clean and suits Oily skin.",14,0,0,1,1,1
Himalaya Advanced Fairness Face Wash #247,Gel,Khadi Natural,"Hydrating, Glow, Pore-Care",Combination,Rs 270,"This mask helps with Hydrating, Acne-Free and suits Combination skin.",18,0,1,0,1,0
